8,1
19,1
27,1
29,1
33,1
71,1
72,1
83,1
87,1
4,2
15,2
23,2
51,2
65,2
75,2
18,3
19,3
23,3
83,3
1,4
28,4
34,4
25,5
26,5
52,5
61,5
69,5
28,7
55,7
57,7
68,7
85,7
93,7
97,7
54,8
60,8
62,8
66,8
41,9
71,9
74,9
18,10
38,10
43,10
44,10
49,10
75,10
10,11
20,11
52,11
53,11
3,12
5,12
8,12
28,12
49,12
56,12
62,12
89,12
8,13
11,13
46,13
52,13
61,13
66,13
85,13
4,14
8,14
34,14
48,14
59,14
79,14
7,15
41,15
53,15
57,15
71,15
83,15
40,16
3,17
60,17
65,17
93,17
14,18
58,18
61,18
84,18
85,18
98,19
99,19
16,20
22,20
3,21
26,21
66,21
67,21
77,21
6,22
15,22
22,22
63,22
82,22
22,23
81,23
94,23
19,24
27,24
51,24
55,24
69,24
89,24
3,25
22,25
28,25
29,25
35,25
51,25
57,25
17,26
19,26
29,26
56,26
70,26
98,26
19,27
31,27
55,27
27,28
45,28
66,28
96,28
98,28
5,29
18,29
68,29
99,29
10,30
97,30
39,31
85,31
91,31
3,32
7,32
39,32
64,32
24,33
58,33
82,33
6,34
9,34
49,34
73,34
85,34
91,34
28,35
59,35
67,35
69,35
70,35
74,35
99,35
11,36
28,36
29,36
47,36
63,36
70,36
71,36
72,36
84,36
9,37
14,37
56,37
57,37
69,37
88,37
99,37
49,38
50,38
11,39
25,39
38,39
13,40
39,40
47,40
56,40
64,40
82,40
100,40
12,41
44,41
9,42
39,42
62,42
74,42
80,42
5,43
12,43
36,43
76,43
90,43
95,43
96,43
2,44
33,44
40,44
78,44
97,44
98,44
14,45
42,45
49,45
73,45
94,45
14,46
25,46
43,46
94,46
5,47
38,47
40,47
31,48
33,48
42,48
60,48
69,48
75,48
97,48
6,49
29,49
68,49
89,49
6,50
11,50
29,50
41,50
44,50
59,50
71,50
3,51
7,51
52,51
70,51
77,51
81,51
87,51
35,52
64,52
78,52
80,52
85,52
7,53
21,53
56,53
99,53
7,54
15,54
39,54
45,54
46,54
68,54
9,55
14,55
63,55
98,55
2,56
16,56
32,56
57,56
59,56
73,56
80,56
34,57
36,57
43,57
67,57
88,57
9,58
23,58
30,58
39,58
24,59
63,59
80,59
85,59
16,60
23,60
42,60
72,60
79,60
100,60
15,61
50,61
57,61
58,61
68,61
52,62
83,62
94,62
12,63
38,63
58,63
59,63
87,63
64,64
66,64
73,64
80,64
17,65
44,65
16,66
54,66
79,66
5,67
39,67
40,67
44,67
59,67
67,67
91,67
99,67
81,68
90,68
96,68
26,69
38,69
55,69
74,69
83,69
90,69
17,70
39,70
62,70
88,70
97,70
30,71
31,71
36,71
60,71
61,71
89,71
96,71
100,71
12,72
16,72
27,72
51,72
53,72
55,72
63,72
67,72
22,73
24,73
33,73
80,73
50,74
53,74
69,74
73,74
74,74
96,74
14,75
15,75
22,75
39,75
59,75
80,75
8,76
9,76
22,76
27,76
40,76
62,77
74,77
85,77
89,77
92,78
21,79
48,79
63,79
72,79
92,79
95,79
12,80
58,80
75,80
77,80
93,80
98,80
3,81
20,81
32,81
38,81
57,81
73,81
76,81
80,81
17,82
36,82
47,82
55,82
58,82
63,82
70,82
75,82
82,82
87,82
95,82
23,83
40,83
73,83
79,83
37,84
41,84
70,84
11,85
17,85
41,85
42,85
88,85
18,86
48,86
79,86
16,87
31,87
88,87
21,88
28,88
37,88
39,88
49,88
51,88
77,88
100,88
3,89
6,89
61,89
93,89
12,90
17,90
21,90
45,90
55,90
66,90
99,90
6,91
10,91
44,91
54,91
68,91
82,91
9,92
15,92
51,92
62,92
29,93
99,93
5,94
36,94
45,94
65,94
68,94
26,95
29,95
57,95
64,95
70,95
80,95
70,96
55,97
95,97
62,98
64,98
92,98
5,99
26,100
31,100
37,100
45,100
50,100
81,100
