2,1
7,1
10,1
3,2
5,2
6,2
9,2
7,3
1,4
9,4
1,5
6,5
7,5
1,7
4,7
3,8
5,8
7,8
5,9
8,9
9,9
1,10
6,10
9,10
1,11
4,11
5,11
1,12
2,12
3,12
5,13
2,14
4,14
7,14
10,14
1,15
3,15
7,15
4,16
5,16
4,17
10,17
3,18
6,18
9,18
2,19
4,19
9,19
1,20
3,20
10,20
1,21
6,21
2,22
2,23
8,23
10,24
6,25
7,25
2,26
5,26
8,26
3,27
5,28
9,28
2,29
4,29
8,29
2,30
5,30
7,30
9,30
2,31
6,31
8,31
10,31
1,32
3,32
6,32
8,32
1,33
4,33
7,33
1,34
2,34
4,34
7,34
10,34
3,35
1,36
3,36
4,36
8,36
1,37
3,37
7,37
8,37
1,38
4,38
7,38
9,38
1,39
2,39
6,39
7,40
6,41
8,41
2,42
9,43
1,44
5,44
2,45
4,45
8,45
10,45
3,46
4,46
6,46
4,47
5,47
8,47
1,48
3,48
6,48
9,48
5,49
6,49
1,50
4,50
9,50
4,51
7,51
9,51
10,51
4,52
5,52
3,53
6,53
10,53
5,54
1,55
2,55
8,55
7,56
9,57
10,57
4,58
6,58
9,58
10,58
1,59
5,59
6,60
9,60
3,61
1,62
2,62
7,62
3,63
8,63
2,64
3,64
9,64
1,65
3,65
5,65
7,65
8,65
10,65
8,66
8,67
9,67
8,68
9,68
10,68
2,69
3,69
5,69
9,69
4,70
9,70
4,71
1,72
4,72
1,73
3,73
10,73
1,74
2,74
7,74
9,74
10,74
2,75
7,75
2,76
10,76
5,77
7,77
10,77
1,78
5,78
10,78
1,79
2,79
7,79
8,79
1,80
2,80
4,80
9,80
3,81
5,81
6,82
5,83
3,84
5,84
8,84
3,85
5,85
6,85
8,85
3,86
6,86
2,87
7,87
9,87
10,87
5,88
8,88
2,89
3,89
7,89
2,90
4,90
1,91
6,91
10,91
2,92
7,92
8,92
10,92
1,93
4,93
5,93
6,93
1,94
2,94
6,94
3,95
5,95
9,95
3,96
8,96
9,96
2,97
10,97
1,98
7,98
9,98
6,99
10,99
1,100
4,100
7,100
9,100
