15,13
4,9
14,18
8,14
17,11
45,18
19,20
22,9
34,6
38,15
39,3
12,19
14,5
24,7
17,17
22,14
23,12
10,15
28,9
49,10
11,1
48,14
35,2
5,9
30,9
9,10
23,6
42,8
42,19
47,16
8,8
4,5
35,14
48,19
44,10
49,2
30,11
15,15
37,16
11,18
36,1
48,16
28,20
28,12
28,7
46,18
41,15
33,15
30,7
22,10
27,9
12,15
23,19
1,9
38,10
34,8
41,7
46,9
6,6
13,19
35,10
50,14
35,13
23,7
38,7
7,14
31,18
10,8
33,16
44,19
9,20
32,10
17,9
26,6
45,16
9,16
45,17
25,16
39,10
12,5
43,12
11,14
49,18
32,18
17,2
35,1
10,11
28,1
10,5
46,17
17,20
45,8
23,9
42,12
23,15
3525,281
4718,35
9839,106
665,38
2124,173
213,286
6085,275
61,166
472,64
8813,257
977,48
4263,212
4163,186
8583,192
5107,221
8541,54
4302,265
7775,319
7573,148
1247,107
5269,47
8057,261
2497,160
5192,182
4583,240
136,30
8939,107
4800,162
777,237
7348,296
3898,30
9777,144
1096,69
5071,252
4425,137
8470,179
2169,212
3791,134
7250,221
3001,26
5358,248
8480,109
1401,186
2766,250
6525,187
6450,96
8356,6
2858,318
5222,71
879,308
874,311
7564,58
2136,190
3409,279
8531,166
7865,256
2892,107
1178,282
8967,143
2031,37
3027,228
3323,276
2788,287
2836,310
1517,14
5947,165
1756,73
7888,222
173,99
238,215
5920,167
6132,146
394,39
9102,96
166,184
255,309
2696,300
3172,84
8705,148
7688,224
4476,236
8084,257
9286,177
1688,136
5786,32
719,89
9857,298
728,64
8085,94
2749,146
3997,190
7992,226
2022,27
8775,30
6474,292
2268,298
6260,275
2656,3
2297,241
2627,32
2145,34
5322,293
6216,220
2917,230
9790,28
8118,254
8896,106
3452,215
6744,31
5986,109
2142,3
9292,52
2282,320
5716,283
5715,146
1634,253
6737,250
1731,297
5327,264
5052,173
7523,305
2427,261
5628,305
4322,114
6635,43
196,155
2914,299
7709,53
8831,237
6637,58
1333,91
6823,21
3449,49
1970,257
1331,123
1926,270
2647,165
1229,114
7051,160
6419,103
2367,257
6958,159
2929,269
6634,55
9485,47
6232,287
2753,182
6709,314
3254,194
1225,38
6312,88
8959,85
5240,202
6160,320
5436,301
5333,229
9895,173
7574,157
2391,140
6683,309
7118,187
1784,201
8709,150
8617,53
7226,55
9287,266
9661,206
7439,61
4878,18
2712,239
2307,24
3811,211
6644,241
2050,215
6188,253
378,201
8314,302
5834,39
5944,45
2571,123
4942,15
9164,245
4416,154
9109,174
6633,126
8922,126
9641,119
6011,136
4384,196
4550,69
4142,170
6935,98
1244,50
3373,107
6209,132
8105,66
3081,238
1237,49
6958,279
3710,183
5957,9
9772,56
6507,18
8437,128
5334,49
4668,141
5064,57
3089,52
225,294
7538,187
3275,151
4796,223
5605,262
9863,227
8042,78
8483,130
2719,143
792,254
3260,156
2721,84
9372,99
6289,321
7017,77
1706,118
2106,83
6309,58
4193,79
8420,261
9303,44
2659,21
8394,28
2877,144
3581,81
5815,229
8429,67
9819,198
2979,318
3067,277
4001,188
7264,152
2670,293
8575,209
5351,27
2234,151
8992,113
8366,216
1749,60
1504,205
4226,8
5150,69
2459,107
7145,230
4073,316
3540,81
366,213
284,98
9504,161
1243,129
6519,236
8542,272
3496,280
1537,217
1627,132
5823,160
8724,190
4276,157
6365,78
5301,19
3563,171
955,70
5836,230
430,277
2440,175
7897,271
7816,73
166,261
6589,75
7651,285
9352,127
3105,158
6829,254
1099,49
4491,224
3463,154
4274,207
981,233
8423,145
4437,125
4703,273
8818,129
7907,257
7955,255
5673,144
4697,9
6702,14
148,298
5984,301
2431,256
4482,125
2461,143
4698,187
9497,3
3743,310
8442,192
6889,73
1613,37
4327,234
5571,138
884,247
2017,213
6149,7
7023,46
7591,242
8253,6
2608,4
4981,5
9448,207
4287,91
351,106
6088,55
73,257
7211,177
588,68
809,132
9461,237
3723,44
4489,321
6791,285
8813,157
6893,35
4246,240
7657,244
930,177
9017,257
179,279
8580,65
4117,21
7773,138
4342,176
6203,118
6203,1
6382,274
3550,73
7109,298
800,87
7195,72
1866,76
7003,138
16,39
1339,6
3270,177
8031,217
8008,129
4515,218
1001,257
3606,276
8739,258
3497,276
3273,143
6484,61
8170,223
7544,199
7069,99
7952,77
1088,21
1644,68
4537,170
543,113
7274,99
2147,261
9125,163
4812,246
5360,27
959,225
9188,282
2094,77
807,205
1649,137
4832,6
1739,312
9222,175
7531,312
4645,57
9803,52
6156,36
5039,269
3701,57
4244,239
1803,185
6259,321
6680,275
5374,303
4111,115
8118,158
5765,103
4918,287
14,308
3956,67
2007,112
4042,185
3683,153
1652,233
1005,220
1710,62
6858,274
9277,28
2737,53
5988,111
8006,6
7079,166
1561,140
9271,217
790,136
9175,151
7075,259
2952,232
3822,83
6314,48
7429,292
6023,129
9453,69
6348,123
9107,294
7199,248
5290,125
8020,306
2857,189
6811,170
9063,146
9355,86
6734,211
7479,140
3392,223
4891,124
3116,38
2413,309
5541,142
7751,63
1276,17
3116,142
6885,84
227,127
4771,98
571,48
2491,293
3907,223
1427,36
6567,190
8408,36
3321,114
5581,28
2014,52
