15,1
8,11
5,15
11,1
13,9
13,11
9,4
15,5
3,6
10,4
1,7
13,5
10,11
15,11
11,8
5,7
13,15
13,10
14,3
1,10
12,4
4,14
1,12
11,4
12,6
11,15
8,4
7,1
7,14
8,2
10,13
8,10
5,3
7,9
14,12
9,13
9,14
15,8
6,7
14,2
11,7
9,11
12,5
12,10
12,3
12,15
6,14
7,5
10,8
6,11
7,2
8,13
8,3
4,3
5,13
12,2
10,12
1,2
4,13
8,9
7,4
2,10
6,15
5,12
2,7
1,9
13,8
8,8
7,13
5,9
1,6
14,13
13,6
10,3
5,14
6,2
11,3
5,10
7,8
6,10
14,1
3,2
5,2
11,11
11,9
13,1
5,8
14,8
2,15
1,3
13,12
1,5
15,12
15,15
5,4
4,6
3,8
14,15
6,8
10,6
3,13
12,7
6,13
15,9
9,3
11,6
12,11
6,3
3,10
6,6
4,8
9,1
15,4
